group	name	discription	data type	defaultvalue	opt1	opt2	opt3	opt4	opt5	opt6	opt7	opt8	opt9	opt10	opt11
建具表（窓）	ガラリ：材質		String	未定義
建具表（窓）	ガラリ：仕上		String	未定義
建具表（窓）	金物		String	未定義
建具表（窓）	備考		String	未定義
扉仕様	気密性		String	未定義
扉仕様	遮音性		String	未定義
防火区画ゾーン	許容面積	防火区画の許容面積	Numeric	0
防火区画ゾーン	防火区画ID	防火区画を識別するID	String	
防煙区画ゾーン	許容面積	防煙区画の許容面積	Numeric	0
防煙区画ゾーン	防煙区画ID	防煙区画を識別するID	String	
階段ゾーン	階段タイプ		String	
階段ゾーン	階段構造種別		String	
dRofus	dRofus ID	dRofusと連携するためのID	String	未定義
TK_Pset_Space	SpaceID	ProjectPortalと連携するためのID。数字5桁とする。	String	
